Date;GBP;EUR;AUD;CAD
2020-06-10;0.7821;0.8791;1.4259;1.3387
2020-06-09;0.7891;0.8854;1.4403;1.3447
2020-06-08;0.7902;0.8861;1.4316;1.3404
2020-06-07;0.7895;0.8826;1.4322;1.3448
2020-06-06;0.7895;0.8826;1.4322;1.3448
2020-06-05;0.7895;0.8826;1.4322;1.3448
2020-06-04;0.7972;0.8889;1.4468;1.3514
2020-06-03;0.7956;0.8933;1.4544;1.3555
2020-06-02;0.7972;0.8949;1.4596;1.3519
2020-06-01;0.8067;0.8996;1.4833;1.3699
2020-05-31;0.809;0.898;1.4979;1.3721
2020-05-30;0.809;0.898;1.4979;1.3721
2020-05-29;0.809;0.898;1.4979;1.3721
2020-05-28;0.8145;0.9078;1.5091;1.3757
2020-05-27;0.8152;0.9098;1.5071;1.3762
2020-05-26;0.8098;0.9112;1.507;1.3835
2020-05-25;0.8205;0.9166;1.5287;1.3988
2020-05-24;0.8214;0.9171;1.531;1.4007
2020-05-23;0.8214;0.9171;1.531;1.4007
2020-05-22;0.8214;0.9171;1.531;1.4007
2020-05-21;0.8177;0.9091;1.5191;1.3918
2020-05-20;0.8155;0.9126;1.5197;1.3881
2020-05-19;0.8177;0.9132;1.5298;1.3928
2020-05-18;0.8231;0.9232;1.5451;1.4034
2020-05-17;0.8218;0.9261;1.5563;1.4105
2020-05-16;0.8218;0.9261;1.5563;1.4105
2020-05-15;0.8218;0.9261;1.5563;1.4105
2020-05-14;0.82;0.9266;1.5572;1.4107
2020-05-13;0.8114;0.9195;1.5344;1.4017
2020-05-12;0.8084;0.921;1.5311;1.3979
2020-05-11;0.8119;0.9239;1.5437;1.3984
2020-05-10;0.8073;0.9223;1.5321;1.3943
2020-05-09;0.8073;0.9223;1.5321;1.3943
2020-05-08;0.8073;0.9223;1.5321;1.3943
2020-05-07;0.8113;0.9274;1.5491;1.4075
2020-05-06;0.8074;0.9253;1.5773;1.4088
2020-05-05;0.8029;0.9223;1.5517;1.4019
2020-05-04;0.8033;0.9139;1.5557;1.4065
2020-05-03;0.7991;0.9195;1.5261;1.3863
2020-05-02;0.7991;0.9195;1.5261;1.3863
2020-05-01;0.7991;0.9195;1.5261;1.3863
2020-04-30;0.7991;0.9195;1.5261;1.3863
2020-04-29;0.8059;0.9223;1.5362;1.3954
2020-04-28;0.8006;0.9194;1.5385;1.3955
2020-04-27;0.8041;0.9215;1.5476;1.4057
2020-04-26;0.8102;0.9259;1.5688;1.4049
2020-04-25;0.8102;0.9259;1.5688;1.4049
2020-04-24;0.8102;0.9259;1.5688;1.4049
2020-04-23;0.8095;0.9283;1.5706;1.4135
2020-04-22;0.8091;0.9202;1.5827;1.4148
2020-04-21;0.8131;0.9228;1.5932;1.4204
2020-04-20;0.8043;0.9208;1.5732;1.4111
2020-04-19;0.8009;0.9208;1.5735;1.407
2020-04-18;0.8009;0.9208;1.5735;1.407
2020-04-17;0.8009;0.9208;1.5735;1.407
2020-04-16;0.8005;0.9184;1.5858;1.4106
2020-04-15;0.8015;0.9172;1.5866;1.406
2020-04-14;0.7959;0.9122;1.5633;1.3917
2020-04-13;0.8058;0.9202;1.6052;1.4047
2020-04-12;0.8058;0.9202;1.6052;1.4047
2020-04-11;0.8058;0.9202;1.6052;1.4047
2020-04-10;0.8058;0.9202;1.6052;1.4047
2020-04-09;0.8058;0.9202;1.6052;1.4047
2020-04-08;0.809;0.9199;1.6186;1.4013
2020-04-07;0.8093;0.9187;1.6149;1.4018
2020-04-06;0.8136;0.9267;1.6486;1.416
2020-04-05;0.8146;0.9272;1.6694;1.4185
2020-04-04;0.8146;0.9272;1.6694;1.4185
2020-04-03;0.8146;0.9272;1.6694;1.4185
2020-04-02;0.8045;0.9169;1.6477;1.4167
2020-04-01;0.8089;0.9144;1.6508;1.4266
2020-03-31;0.8091;0.9127;1.6399;1.4254
2020-03-30;0.8057;0.9063;1.6332;1.4162
2020-03-29;0.8176;0.911;1.6588;1.414
2020-03-28;0.8176;0.911;1.6588;1.414
2020-03-27;0.8176;0.911;1.6588;1.414
2020-03-26;0.8319;0.9107;1.6539;1.4084
2020-03-25;0.8451;0.9236;1.6619;1.4352
2020-03-24;0.8494;0.9223;1.6891;1.4494
2020-03-23;0.8622;0.9274;1.7236;1.4384
2020-03-22;0.8502;0.934;1.7023;1.425
2020-03-21;0.8502;0.934;1.7023;1.425
2020-03-20;0.8502;0.934;1.7023;1.425
2020-03-19;0.8609;0.9258;1.7253;1.4464
2020-03-18;0.8431;0.9146;1.6982;1.4404
2020-03-17;0.827;0.9106;1.6652;1.4125
2020-03-16;0.8149;0.8963;1.6311;1.3928
2020-03-15;0.8021;0.9006;1.5926;1.3859
2020-03-14;0.8021;0.9006;1.5926;1.3859
2020-03-13;0.8021;0.9006;1.5926;1.3859
2020-03-12;0.7885;0.8897;1.5724;1.3811
2020-03-11;0.7736;0.8821;1.534;1.3743
2020-03-10;0.7672;0.878;1.5256;1.3678
2020-03-09;0.7628;0.8729;1.5127;1.3629
2020-03-08;0.7689;0.8821;1.5087;1.342
2020-03-07;0.7689;0.8821;1.5087;1.342
2020-03-06;0.7689;0.8821;1.5087;1.342
2020-03-05;0.7747;0.8939;1.5122;1.3427
2020-03-04;0.7807;0.8989;1.5096;1.3359
2020-03-03;0.7827;0.8995;1.5212;1.3364
2020-03-02;0.7832;0.8991;1.5283;1.3358
2020-03-01;0.7772;0.911;1.5373;1.3444
2020-02-29;0.7772;0.911;1.5373;1.3444
2020-02-28;0.7772;0.911;1.5373;1.3444
2020-02-27;0.7752;0.9121;1.5206;1.3349
2020-02-26;0.7738;0.9195;1.5232;1.3305
2020-02-25;0.7715;0.9225;1.5168;1.3287
2020-02-24;0.7749;0.9244;1.5145;1.3285
2020-02-23;0.7732;0.9258;1.515;1.3258
2020-02-22;0.7732;0.9258;1.515;1.3258
2020-02-21;0.7732;0.9258;1.515;1.3258
2020-02-20;0.777;0.9268;1.5101;1.3257
2020-02-19;0.7699;0.9259;1.4946;1.3223
2020-02-18;0.7672;0.9246;1.4973;1.3263
2020-02-17;0.7682;0.9229;1.4886;1.3229
2020-02-16;0.7675;0.9223;1.4897;1.3248
2020-02-15;0.7675;0.9223;1.4897;1.3248
2020-02-14;0.7675;0.9223;1.4897;1.3248
2020-02-13;0.7672;0.9202;1.485;1.3257
2020-02-12;0.7702;0.9163;1.482;1.3256
2020-02-11;0.7736;0.9173;1.4916;1.3297
2020-02-10;0.7728;0.9132;1.4951;1.3314
2020-02-09;0.7724;0.9117;1.4967;1.3314
2020-02-08;0.7724;0.9117;1.4967;1.3314
2020-02-07;0.7724;0.9117;1.4967;1.3314
2020-02-06;0.771;0.9088;1.4798;1.3278
2020-02-05;0.7661;0.9072;1.4786;1.3285
2020-02-04;0.7683;0.9051;1.488;1.3279
2020-02-03;0.7661;0.9037;1.493;1.3236
2020-02-02;0.7616;0.9048;1.4924;1.3235
2020-02-01;0.7616;0.9048;1.4924;1.3235
2020-01-31;0.7616;0.9048;1.4924;1.3235
2020-01-30;0.7633;0.9067;1.4881;1.3217
2020-01-29;0.7688;0.909;1.4816;1.3177
2020-01-28;0.7688;0.9087;1.4802;1.319
2020-01-27;0.7652;0.907;1.4776;1.3187
2020-01-26;0.7641;0.9062;1.4614;1.3132
2020-01-25;0.7641;0.9062;1.4614;1.3132
2020-01-24;0.7641;0.9062;1.4614;1.3132
2020-01-23;0.7619;0.9016;1.456;1.3163
2020-01-22;0.7616;0.9019;1.4596;1.3046
2020-01-21;0.765;0.8997;1.4554;1.3056
2020-01-20;0.7693;0.9021;1.4573;1.3069
2020-01-19;0.7662;0.9003;1.4514;1.3052
2020-01-18;0.7662;0.9003;1.4514;1.3052
2020-01-17;0.7662;0.9003;1.4514;1.3052
2020-01-16;0.7652;0.8953;1.4428;1.3035
2020-01-15;0.769;0.8975;1.4529;1.3072
2020-01-14;0.7703;0.8997;1.4494;1.3071
2020-01-13;0.7708;0.8988;1.4486;1.3045
2020-01-12;0.7647;0.9016;1.4545;1.3072
2020-01-11;0.7647;0.9016;1.4545;1.3072
2020-01-10;0.7647;0.9016;1.4545;1.3072
2020-01-09;0.7676;0.9001;1.4575;1.3056
2020-01-08;0.7635;0.8997;1.457;1.3018
2020-01-07;0.7625;0.8951;1.4546;1.2997
2020-01-06;0.7613;0.8933;1.44;1.2976
2020-01-05;0.7636;0.8971;1.4381;1.2982
2020-01-04;0.7636;0.8971;1.4381;1.2982
2020-01-03;0.7636;0.8971;1.4381;1.2982
2020-01-02;0.7579;0.8934;1.43;1.2998
2020-01-01;0.7573;0.8902;1.4238;1.2994
